"Gene","sample_id","Expression"
"MAPK1","TCGA-CH-5737-01",11.6847
"MAPK1","TCGA-VP-A87B-01",11.0871
"MAPK1","TCGA-HC-A8D1-01",11.4478
"MAPK1","TCGA-J4-A83L-01",11.7172
"MAPK1","TCGA-V1-A8WW-01",11.1863
"MAPK1","TCGA-EJ-A8FO-01",11.6638
"MAPK1","TCGA-QU-A6IN-01",10.2779
"MAPK1","TCGA-FC-7708-01",11.7824
"MAPK1","TCGA-YL-A8SH-01",11.373
"MAPK1","TCGA-KC-A7FE-01",11.5401
"MAPK1","TCGA-V1-A8ML-01",11.4053
"MAPK1","TCGA-HC-A6AQ-01",10.7941
"MAPK1","TCGA-H9-A6BY-01",10.7346
"MAPK1","TCGA-EJ-7314-11",11.8943
"MAPK1","TCGA-KK-A6E8-01",11.4175
"MAPK1","TCGA-HC-A6AP-01",10.5609
"MAPK1","TCGA-EJ-7317-01",11.7475
"MAPK1","TCGA-YL-A8S9-01",11.7853
"MAPK1","TCGA-KK-A8IA-01",11.5378
"MAPK1","TCGA-G9-6356-01",11.4849
"MAPK1","TCGA-YL-A8SO-01",11.0846
"MAPK1","TCGA-J4-A67Q-01",10.4576
"MAPK1","TCGA-KK-A6E4-01",10.5899
"MAPK1","TCGA-KK-A7B0-01",10.2993
"MAPK1","TCGA-EJ-5511-01",11.6943
"TWIST1","TCGA-XJ-A83F-01",8.3365
"TWIST1","TCGA-G9-6348-01",7.6725
"TWIST1","TCGA-CH-5766-01",7.1053
"TWIST1","TCGA-EJ-A65G-01",4.2876
"TWIST1","TCGA-G9-6354-01",8.119
"TWIST1","TCGA-EJ-5527-01",6.9704
"TWIST1","TCGA-HC-8213-01",7.4783
"TWIST1","TCGA-Y6-A9XI-01",5.9831
"TWIST1","TCGA-EJ-7125-11",6.0709
"TWIST1","TCGA-CH-5744-01",7.6222
"TWIST1","TCGA-EJ-7782-11",6.4026
"TWIST1","TCGA-HC-A9TE-01",5.5824
"TWIST1","TCGA-EJ-A7NJ-01",3.3575
"TWIST1","TCGA-SU-A7E7-01",8.077
"TWIST1","TCGA-CH-5772-01",8.0882
"TWIST1","TCGA-HI-7168-01",10.6364
"TWIST1","TCGA-ZG-A9L0-01",8.4968
"TWIST1","TCGA-HC-7075-01",5.7538
"TWIST1","TCGA-V1-A9Z8-01",7.0132
"TWIST1","TCGA-KK-A7AW-01",8.9034
"TWIST1","TCGA-H9-A6BX-01",5.4962
"TWIST1","TCGA-YL-A9WY-01",9.1872
"TWIST1","TCGA-EJ-8469-01",7.4554
"TWIST1","TCGA-G9-6361-01",7.9933
"TWIST1","TCGA-HI-7171-01",7.7558
"TWIST1","TCGA-ZG-A8QY-01",7.458
"TWIST1","TCGA-J9-A8CM-01",7.1115
"TWIST1","TCGA-HC-8258-11",3.446
"TWIST1","TCGA-EJ-7328-11",5.9577
"TWIST1","TCGA-J9-A52C-01",7.2915
"TWIST1","TCGA-EJ-A65D-01",8.6889
"TWIST1","TCGA-G9-6336-01",7.0936
"TWIST1","TCGA-V1-A9O5-06",8.1935
"TWIST1","TCGA-J4-A67K-01",8.0266
"TWIST1","TCGA-HC-8260-11",3.8866
"TWIST1","TCGA-2A-A8W1-01",8.826
"TWIST1","TCGA-HC-7819-01",7.7721
"TWIST1","TCGA-VN-A88N-01",4.2095
"TWIST1","TCGA-VP-A87J-01",9.6633
"TWIST1","TCGA-2A-A8VL-01",7.522
"TWIST1","TCGA-EJ-A46D-01",6.316
"TWIST1","TCGA-HC-7821-01",7.4269
"TWIST1","TCGA-HC-A8CY-01",9.6524
"TWIST1","TCGA-EJ-7315-01",7.2792
"TWIST1","TCGA-FC-A5OB-01",4.916
"TWIST1","TCGA-V1-A9ZI-01",8.2203
"TWIST1","TCGA-FC-A66V-01",5.1449
"TWIST1","TCGA-ZG-A9LS-01",7.6753
"TWIST1","TCGA-J9-A52E-01",10.3063
"TWIST1","TCGA-G9-6362-01",8.7398
"TWIST1","TCGA-KK-A59X-01",4.6953
"TWIST1","TCGA-EJ-7781-11",5.6813
"TWIST1","TCGA-M7-A723-01",7.228
"TWIST1","TCGA-HC-A6AL-01",8.2456
"TWIST1","TCGA-G9-6333-11",4.4341
"TWIST1","TCGA-EJ-A8FN-01",6.2755
"TWIST1","TCGA-XK-AAJA-01",5.6893
"TWIST1","TCGA-EJ-5531-01",6.4949
"TWIST1","TCGA-EJ-A6RC-01",6.1986
"TWIST1","TCGA-2A-A8W3-01",8.3813
"TWIST1","TCGA-EJ-A46B-01",5.8255
"TWIST1","TCGA-KK-A8IK-01",2.8335
"TWIST1","TCGA-XK-AAIR-01",5.5467
"TWIST1","TCGA-J9-A8CK-01",8.2331
"TWIST1","TCGA-EJ-8470-01",6.8151
"TWIST1","TCGA-KK-A7B4-01",6.7385
"TWIST1","TCGA-EJ-5499-01",7.5761
"TWIST1","TCGA-KK-A7AP-01",10.1342
"TWIST1","TCGA-EJ-7330-11",6.1322
"TWIST1","TCGA-CH-5764-01",7.2994
"TWIST1","TCGA-EJ-7789-01",6.9847
"TWIST1","TCGA-EJ-7789-11",5.3535
"TWIST1","TCGA-J4-AAU2-01",4.4671
"TWIST1","TCGA-XQ-A8TB-01",7.3769
"TWIST1","TCGA-VP-A87E-01",5.6024
"TWIST1","TCGA-EJ-7793-01",7.0217
"TWIST1","TCGA-YL-A9WI-01",8.6418
"TWIST1","TCGA-EJ-7321-01",7.6847
"TWIST1","TCGA-KK-A8I7-01",5.0288
"TWIST1","TCGA-ZG-A9L4-01",7.884
"TWIST1","TCGA-CH-5789-01",4.8831
"TWIST1","TCGA-EJ-7785-11",5.9897
"TWIST1","TCGA-YL-A8HK-01",7.3313
"TWIST1","TCGA-G9-6329-01",8.2271
"TWIST1","TCGA-XQ-A8TA-01",8.591
"TWIST1","TCGA-2A-AAYU-01",6.7099
"TWIST1","TCGA-HC-8261-01",10.7384
"TWIST1","TCGA-EJ-5503-01",6.0514
"TWIST1","TCGA-KK-A5A1-01",10.4966
"TWIST1","TCGA-EJ-8468-01",7.1155
"TWIST1","TCGA-EJ-7782-01",5.3906
"TWIST1","TCGA-HC-7212-01",7.5197
"TWIST1","TCGA-KK-A7AQ-01",8.5973
"TWIST1","TCGA-EJ-7791-01",4.7516
"TWIST1","TCGA-J4-A83K-01",7.6741
"TWIST1","TCGA-VN-A88Q-01",8.2993
"TWIST1","TCGA-EJ-5498-01",7.088
"TWIST1","TCGA-ZG-A9LY-01",7.9849
"TWIST1","TCGA-VP-A876-01",8.4601
"TWIST1","TCGA-V1-A8MK-01",6.5619
"TWIST1","TCGA-YL-A8SF-01",8.4165
"TWIST1","TCGA-KK-A8I8-01",7.6392
"TWIST1","TCGA-EJ-7331-11",5.6815
"TWIST1","TCGA-HC-7740-11",4.1897
"TWIST1","TCGA-KK-A7AV-01",5.3193
"TWIST1","TCGA-YL-A8SI-01",6.533
"TWIST1","TCGA-TK-A8OK-01",7.2055
"TWIST1","TCGA-EJ-5508-01",6.8741
"TWIST1","TCGA-VP-A879-01",7.4323
"TWIST1","TCGA-ZG-A9L1-01",11.1166
"TWIST1","TCGA-KK-A6E3-01",6.6981
"TWIST1","TCGA-G9-6342-01",7.4089
"TWIST1","TCGA-EJ-5515-01",5.0346
"TWIST1","TCGA-G9-6364-01",7.6561
"TWIST1","TCGA-G9-6332-01",8.2804
"TWIST1","TCGA-YL-A8SR-01",3.8946
"TWIST1","TCGA-EJ-7783-11",6.4614
"TWIST1","TCGA-KK-A6E5-01",6.3063
"TWIST1","TCGA-EJ-7783-01",7.5505
"TWIST1","TCGA-HC-7752-11",6.1778
"TWIST1","TCGA-J4-A83I-01",6.4118
"TWIST1","TCGA-KK-A8II-01",8.0848
"TWIST1","TCGA-CH-5743-01",5.6542
"TWIST1","TCGA-EJ-5509-01",8.1184
"TWIST1","TCGA-KK-A59V-01",8.3328
"TWIST1","TCGA-CH-5771-01",8.4926
"TWIST1","TCGA-J4-A83N-01",6.7128
"TWIST1","TCGA-EJ-8472-01",8.56
"TWIST1","TCGA-EJ-A65E-01",8.1084
"TWIST1","TCGA-YL-A8HJ-01",8.1208
"TWIST1","TCGA-HC-7745-11",4.695
"TWIST1","TCGA-XK-AAIW-01",5.9124
"TWIST1","TCGA-V1-A9Z7-01",7.5758
"TWIST1","TCGA-HC-8259-01",7.2943
"TWIST1","TCGA-VP-A87H-01",8.0753
"TWIST1","TCGA-J4-A67M-01",8.513
"TWIST1","TCGA-HC-7819-11",2.8413
"TWIST1","TCGA-KK-A6E0-01",7.0388
"TWIST1","TCGA-HC-7738-01",6.681
"TWIST1","TCGA-EJ-5517-01",4.445
"TWIST1","TCGA-VP-A872-01",6.3794
"TWIST1","TCGA-VN-A88I-01",6.6166
"TWIST1","TCGA-KK-A7B2-01",6.1585
"TWIST1","TCGA-KC-A4BR-01",5.4363
"TWIST1","TCGA-YL-A9WK-01",7.0575
"TWIST1","TCGA-EJ-5514-01",4.5939
"TWIST1","TCGA-G9-7521-01",5.5466
"TWIST1","TCGA-V1-A8MF-01",4.524
"TWIST1","TCGA-MG-AAMC-01",8.6475
"TWIST1","TCGA-VN-A88P-01",5.9846
"TWIST1","TCGA-HC-7736-01",4.8255
"TWIST1","TCGA-YL-A8SQ-01",7.7052
"TWIST1","TCGA-EJ-A65B-01",6.1392
"TWIST1","TCGA-VN-A88K-01",7.706
"TWIST1","TCGA-EJ-A46H-01",6.1303
"TWIST1","TCGA-CH-5761-01",6.0103
"TWIST1","TCGA-J4-A83M-01",9.3503
"TWIST1","TCGA-EJ-A65F-01",7.0308
"TWIST1","TCGA-ZG-A9KY-01",6.4543
"TWIST1","TCGA-KK-A8IG-01",7.2501
"TWIST1","TCGA-CH-5738-01",7.0514
"TWIST1","TCGA-G9-A9S4-01",9.2573
"TWIST1","TCGA-J4-8198-01",8.1521
"TWIST1","TCGA-CH-5745-01",8.1134
"TWIST1","TCGA-EJ-7784-01",8.9615
"TWIST1","TCGA-V1-A9OH-01",8.8647
"TWIST1","TCGA-G9-6343-01",6.839
"TWIST1","TCGA-EJ-7327-01",7.0293
"TWIST1","TCGA-G9-6362-11",8.2308
"TWIST1","TCGA-KK-A7B3-01",9.5076
"TWIST1","TCGA-EJ-7793-11",4.7782
"TWIST1","TCGA-G9-6363-01",7.1477
"TWIST1","TCGA-CH-5768-11",3.6224
"TWIST1","TCGA-G9-6365-11",4.7592
"TWIST1","TCGA-XK-AAJR-01",4.9983
"TWIST1","TCGA-M7-A722-01",5.6752
"TWIST1","TCGA-HC-7817-01",9.1381
"TWIST1","TCGA-KK-A6E2-01",8.858
"TWIST1","TCGA-HC-8260-01",7.1631
"TWIST1","TCGA-G9-6367-01",4.8523
"TWIST1","TCGA-G9-6369-01",8.4898
"TWIST1","TCGA-G9-6338-01",7.6271
"TWIST1","TCGA-HC-8262-11",5.3565
"TWIST1","TCGA-XK-AAJU-01",4.2842
"TWIST1","TCGA-EJ-7786-01",5.4255
"TWIST1","TCGA-HC-7209-01",7.6522
"TWIST1","TCGA-CH-5792-01",6.7146
"TWIST1","TCGA-CH-5751-01",8.1679
"TWIST1","TCGA-HC-A4ZV-01",8.9292
"TWIST1","TCGA-J4-8200-01",4.601
"TWIST1","TCGA-2A-AAYO-01",8.3608
"TWIST1","TCGA-HC-A632-01",7.8863
"TWIST1","TCGA-G9-6496-11",6.2569
"TWIST1","TCGA-EJ-5519-01",7.7485
"TWIST1","TCGA-YL-A8SK-01",6.684
"TWIST1","TCGA-J4-AATV-01",6.5276
"TWIST1","TCGA-HI-7170-01",6.217
"TWIST1","TCGA-CH-5752-01",5.8189
"TWIST1","TCGA-EJ-7312-01",7.2992
"TWIST1","TCGA-KK-A6DY-01",7.5371
"TWIST1","TCGA-G9-6384-01",6.3834
"TWIST1","TCGA-CH-5767-01",5.6788
"TWIST1","TCGA-YL-A9WL-01",8.1831
"TWIST1","TCGA-ZG-A9LB-01",8.5391
"TWIST1","TCGA-HC-7744-01",6.3348
"TWIST1","TCGA-H9-7775-01",9.1168
"TWIST1","TCGA-EJ-7794-11",6.3367
"TWIST1","TCGA-KC-A4BN-01",5.7795
"TWIST1","TCGA-KK-A7B1-01",8.6807
"TWIST1","TCGA-EJ-7123-01",6.1348
"TWIST1","TCGA-CH-5746-01",7.2843
"TWIST1","TCGA-V1-A8MJ-01",7.8739
"TWIST1","TCGA-J4-AATZ-01",6.8376
"TWIST1","TCGA-HC-A76X-01",8.0887
"TWIST1","TCGA-CH-5763-01",6.4978
"TWIST1","TCGA-G9-7523-01",6.5293
"TWIST1","TCGA-EJ-A7NM-01",8.7418
"TWIST1","TCGA-VP-A878-01",4.4775
"TWIST1","TCGA-EJ-7115-01",4.5918
"TWIST1","TCGA-EJ-5530-01",8.0677
"TWIST1","TCGA-EJ-A7NN-01",5.7583
"TWIST1","TCGA-EJ-A7NH-01",8.9346
"TWIST1","TCGA-CH-5762-01",8.7716
"TWIST1","TCGA-G9-6365-01",8.135
"TWIST1","TCGA-CH-5741-01",8.6169
"TWIST1","TCGA-EJ-5512-01",7.7905
"TWIST1","TCGA-V1-A9OQ-01",6.3307
"TWIST1","TCGA-EJ-8474-01",10.5011
"TWIST1","TCGA-EJ-7328-01",7.7723
"TWIST1","TCGA-M7-A71Y-01",7.6203
"TWIST1","TCGA-CH-5740-01",7.8798
"TWIST1","TCGA-EJ-5521-01",6.6466
"TWIST1","TCGA-EJ-5494-01",6.0903
"TWIST1","TCGA-G9-6351-11",5.7732
"TWIST1","TCGA-G9-6342-11",6.1047
"TWIST1","TCGA-V1-A9OF-01",7.9224
"TWIST1","TCGA-HC-7747-01",7.0307
"TWIST1","TCGA-G9-6499-11",6.27
"TWIST1","TCGA-HC-7820-01",6.7564
"TWIST1","TCGA-EJ-5525-01",7.4241
"TWIST1","TCGA-4L-AA1F-01",8.615
"TWIST1","TCGA-EJ-7325-01",8.4021
"TWIST1","TCGA-KK-A8I5-01",6.625
"TWIST1","TCGA-ZG-A9L5-01",12.6508
"TWIST1","TCGA-G9-7525-01",7.482
"TWIST1","TCGA-XA-A8JR-01",7.4218
"TWIST1","TCGA-HC-8257-01",7.9655
"TWIST1","TCGA-KK-A8ID-01",4.9859
"TWIST1","TCGA-YL-A9WJ-01",5.2141
"TWIST1","TCGA-EJ-A6RA-01",4.8399
"TWIST1","TCGA-CH-5794-01",8.0066
"TWIST1","TCGA-FC-A6HD-01",5.5946
"TWIST1","TCGA-EJ-A7NG-01",5.1039
"TWIST1","TCGA-EJ-A65J-01",4.0976
"TWIST1","TCGA-J4-A67T-01",6.8069
"TWIST1","TCGA-V1-A8WV-01",5.4145
"TWIST1","TCGA-V1-A9Z9-01",6.2682
"TWIST1","TCGA-CH-5767-11",4.9276
"TWIST1","TCGA-V1-A9OL-01",7.4011
"TWIST1","TCGA-G9-7519-01",8.9603
"TWIST1","TCGA-ZG-A9MC-01",6.2011
"TWIST1","TCGA-VN-A943-01",5.7952
"TWIST1","TCGA-FC-A4JI-01",1.683
"TWIST1","TCGA-HC-8264-01",3.9281
"TWIST1","TCGA-EJ-5507-01",5.0081
"TWIST1","TCGA-EJ-5495-01",8.0171
"TWIST1","TCGA-J9-A52D-01",8.4146
"TWIST1","TCGA-V1-A8MU-01",5.6811
"TWIST1","TCGA-EJ-5497-01",6.9641
"TWIST1","TCGA-G9-6378-01",9.07
"TWIST1","TCGA-EJ-7797-01",6.4087
"TWIST1","TCGA-ZG-A9L6-01",6.5956
"TWIST1","TCGA-HC-A631-01",9.2816
"TWIST1","TCGA-V1-A8WS-01",6.9745
"TWIST1","TCGA-HC-A6AS-01",9.3123
"TWIST1","TCGA-J9-A8CP-01",5.0081
"TWIST1","TCGA-EJ-A8FO-11",7.712
"TWIST1","TCGA-YL-A8HL-01",6.0158
"TWIST1","TCGA-EJ-A7NF-01",7.9653
"TWIST1","TCGA-EJ-7218-01",5.2727
"TWIST1","TCGA-HC-7740-01",5.0849
"TWIST1","TCGA-KK-A7AY-01",9.6999
"TWIST1","TCGA-CH-5790-01",7.6485
"TWIST1","TCGA-CH-5769-01",7.041
"TWIST1","TCGA-WW-A8ZI-01",4.2277
"TWIST1","TCGA-G9-6347-01",6.8096
"TWIST1","TCGA-KK-A8IF-01",7.786
"TWIST1","TCGA-2A-A8VX-01",9.2837
"TWIST1","TCGA-HC-7233-01",5.1373
"TWIST1","TCGA-Y6-A8TL-01",7.8249
"TWIST1","TCGA-XK-AAJP-01",6.9621
"TWIST1","TCGA-HC-7748-01",6.5562
"TWIST1","TCGA-XJ-A83H-01",6.8275
"TWIST1","TCGA-KC-A7FD-01",8.0655
"TWIST1","TCGA-FC-7961-01",8.5448
"TWIST1","TCGA-EJ-A8FP-01",4.4445
"TWIST1","TCGA-G9-A9S0-01",5.3106
"TWIST1","TCGA-V1-A9OT-01",10.0492
"TWIST1","TCGA-ZG-A9N3-01",8.8874
"TWIST1","TCGA-G9-6363-11",5.7702
"TWIST1","TCGA-VN-A88M-01",8.6109
"TWIST1","TCGA-CH-5750-01",8.6008
"TWIST1","TCGA-HC-7742-11",5.1568
"TWIST1","TCGA-ZG-A9LU-01",4.3101
"TWIST1","TCGA-J9-A8CL-01",8.3932
"TWIST1","TCGA-HC-A6AO-01",4.1798
"TWIST1","TCGA-VP-AA1N-01",5.1057
"TWIST1","TCGA-KK-A6E7-01",5.7641
"TWIST1","TCGA-KC-A7F6-01",8.525
"TWIST1","TCGA-HC-7211-01",3.5742
"TWIST1","TCGA-KC-A4BV-01",7.3889
"TWIST1","TCGA-KK-A8IH-01",5.5197
"TWIST1","TCGA-2A-A8VV-01",8.0397
"TWIST1","TCGA-QU-A6IM-01",9.5747
"TWIST1","TCGA-XK-AAJT-01",6.6408
"TWIST1","TCGA-HC-7210-01",3.927
"TWIST1","TCGA-ZG-A8QZ-01",7.6615
"TWIST1","TCGA-ZG-A9ND-01",4.0194
"TWIST1","TCGA-J4-A67O-01",7.9372
"TWIST1","TCGA-XK-AAJ3-01",11.504
"TWIST1","TCGA-YL-A8SB-01",8.0688
"TWIST1","TCGA-HC-7738-11",5.6798
"TWIST1","TCGA-G9-6385-01",5.5655
"TWIST1","TCGA-YL-A8HM-01",8.4595
"TWIST1","TCGA-X4-A8KS-01",8.782
"TWIST1","TCGA-EJ-7785-01",6.9569
"TWIST1","TCGA-HC-7752-01",5.663
"TWIST1","TCGA-YL-A8SP-01",7.9501
"TWIST1","TCGA-EJ-5526-01",8.4849
"TWIST1","TCGA-EJ-7314-01",8.4315
"TWIST1","TCGA-J4-A67S-01",6.9142
"TWIST1","TCGA-YJ-A8SW-01",9.2191
"TWIST1","TCGA-V1-A9ZG-01",6.9741
"TWIST1","TCGA-FC-A8O0-01",7.568
"TWIST1","TCGA-ZG-A9NI-01",6.7907
"TWIST1","TCGA-G9-7510-01",4.9139
"TWIST1","TCGA-EJ-5502-01",6.0221
"TWIST1","TCGA-YL-A8S8-01",6.6547
"TWIST1","TCGA-EJ-7327-11",4.4146
"TWIST1","TCGA-X4-A8KQ-01",9
"TWIST1","TCGA-EJ-5516-01",6.393
"TWIST1","TCGA-CH-5748-01",7.1407
"TWIST1","TCGA-HC-7078-01",5.4843
"TWIST1","TCGA-ZG-A8QX-01",7.7234
"TWIST1","TCGA-HC-7230-01",7.3602
"TWIST1","TCGA-EJ-5542-01",8.8854
"TWIST1","TCGA-KK-A8I9-01",7.3887
"TWIST1","TCGA-HC-8266-01",5.689
"TWIST1","TCGA-G9-6370-01",3.8159
"TWIST1","TCGA-HC-7080-01",7.8368
"TWIST1","TCGA-G9-6353-01",6.9387
"TWIST1","TCGA-HC-8262-01",8.2919
"TWIST1","TCGA-G9-6333-01",5.1506
"TWIST1","TCGA-EJ-A46I-01",7.3297
"TWIST1","TCGA-EJ-AB20-01",7.6599
"TWIST1","TCGA-M7-A724-01",3.8305
"TWIST1","TCGA-CH-5768-01",7.6717
"TWIST1","TCGA-G9-6494-01",8.6028
"TWIST1","TCGA-CH-5788-01",9.3435
"TWIST1","TCGA-J4-A6M7-01",9.196
"TWIST1","TCGA-EJ-A8FU-01",7.4918
"TWIST1","TCGA-M7-A721-01",6.9569
"TWIST1","TCGA-G9-6496-01",6.6458
"TWIST1","TCGA-TP-A8TV-01",8.1491
"TWIST1","TCGA-QU-A6IP-01",8.0689
"TWIST1","TCGA-J9-A8CN-01",8.7835
"TWIST1","TCGA-EJ-5524-01",7.2149
"TWIST1","TCGA-G9-6498-01",6.5229
"TWIST1","TCGA-HC-A8D0-01",7.2292
"TWIST1","TCGA-V1-A8WN-01",7.2286
"TWIST1","TCGA-EJ-7318-01",10.0498
"TWIST1","TCGA-HC-7750-01",6.8132
"TWIST1","TCGA-EJ-A65M-01",8.3683
"TWIST1","TCGA-ZG-A8QW-01",4.6206
"TWIST1","TCGA-CH-5754-01",8.0556
"TWIST1","TCGA-EJ-5522-01",7.8712
"TWIST1","TCGA-EJ-7792-11",5.4734
"TWIST1","TCGA-HC-8265-01",5.0784
"TWIST1","TCGA-EJ-5501-01",8.5597
"TWIST1","TCGA-YL-A8SJ-01",9.2404
"TWIST1","TCGA-ZG-A9L2-01",7.4646
"TWIST1","TCGA-YL-A8HO-01",7.7025
"TWIST1","TCGA-YL-A8SL-01",7.8158
"TWIST1","TCGA-EJ-A46G-01",7.0909
"TWIST1","TCGA-M7-A720-01",4.524
"TWIST1","TCGA-HC-8259-11",6.1183
"TWIST1","TCGA-M7-A725-01",5.6611
"TWIST1","TCGA-CH-5753-01",7.2372
"TWIST1","TCGA-V1-A9O9-01",7.3968
"TWIST1","TCGA-EJ-7125-01",4.0996
"TWIST1","TCGA-G9-7522-01",5.7779
"TWIST1","TCGA-XK-AAK1-01",2.7275
"TWIST1","TCGA-G9-A9S7-01",7.6898
"TWIST1","TCGA-EJ-A8FS-01",8.7493
"TWIST1","TCGA-G9-6366-01",6.1588
"TWIST1","TCGA-KC-A7F3-01",6.1984
"TWIST1","TCGA-XJ-A9DI-01",6.4277
"TWIST1","TCGA-J4-A83J-11",6.3042
"TWIST1","TCGA-EJ-7784-11",5.4515
"TWIST1","TCGA-XJ-A9DK-01",6.33
"TWIST1","TCGA-HC-8256-01",5.9724
"TWIST1","TCGA-KK-A59Z-01",9.5057
"TWIST1","TCGA-KK-A7AU-01",8.6707
"TWIST1","TCGA-G9-6356-11",3.6747
"TWIST1","TCGA-EJ-7331-01",5.1115
"TWIST1","TCGA-VP-A875-01",7.2209
"TWIST1","TCGA-ZG-A9M4-01",5.7654
"TWIST1","TCGA-V1-A8MM-01",6.9446
"TWIST1","TCGA-EJ-5532-01",5.5823
"TWIST1","TCGA-KK-A8IL-01",4.8261
"TWIST1","TCGA-ZG-A9LM-01",7.0806
"TWIST1","TCGA-V1-A8X3-01",8.5243
"TWIST1","TCGA-EJ-7317-11",5.9257
"TWIST1","TCGA-EJ-7115-11",5.1894
"TWIST1","TCGA-EJ-5518-01",6.037
"TWIST1","TCGA-QU-A6IL-01",7.7305
"TWIST1","TCGA-2A-A8VT-01",7.3466
"TWIST1","TCGA-HC-7081-01",6.9523
"TWIST1","TCGA-YL-A8SC-01",7.7746
"TWIST1","TCGA-J4-A83J-01",8.1684
"TWIST1","TCGA-J4-A6G1-01",6.8854
"TWIST1","TCGA-HC-7231-01",7.4524
"TWIST1","TCGA-G9-6339-01",8.8143
"TWIST1","TCGA-HC-7232-01",7.1402
"TWIST1","TCGA-HC-A6HX-01",5.3278
"TWIST1","TCGA-XJ-A9DQ-01",7.3733
"TWIST1","TCGA-G9-6351-01",7.4196
"TWIST1","TCGA-EJ-5510-01",8.8893
"TWIST1","TCGA-VP-A87D-01",8.2932
"TWIST1","TCGA-QU-A6IO-01",5.1215
"TWIST1","TCGA-EJ-7792-01",6.6919
"TWIST1","TCGA-G9-6348-11",6.2408
"TWIST1","TCGA-KK-A8IJ-01",7.9828
"TWIST1","TCGA-G9-7509-01",7.9336
"TWIST1","TCGA-CH-5765-01",7.6036
"TWIST1","TCGA-KK-A6E1-01",3.8031
"TWIST1","TCGA-CH-5791-01",7.7803
"TWIST1","TCGA-V1-A9OX-01",7.6388
"TWIST1","TCGA-V1-A9O5-01",7.8284
"TWIST1","TCGA-HC-8216-01",7.5293
"TWIST1","TCGA-V1-A9OA-01",6.9208
"TWIST1","TCGA-KC-A4BL-01",6.0091
"TWIST1","TCGA-YL-A8SA-01",6.8059
"TWIST1","TCGA-CH-5761-11",4.4025
"TWIST1","TCGA-HC-7211-11",2.8454
"TWIST1","TCGA-ZG-A9L9-01",7.9732
"TWIST1","TCGA-HC-7077-01",7.1394
"TWIST1","TCGA-J4-A67R-01",7.7166
"TWIST1","TCGA-HC-7737-01",5.4096
"TWIST1","TCGA-VP-A87K-01",7.9277
"TWIST1","TCGA-J9-A52B-01",8.4895
"TWIST1","TCGA-V1-A8MG-01",6.3653
"TWIST1","TCGA-KK-A8IM-01",6.016
"TWIST1","TCGA-CH-5769-11",7.1492
"TWIST1","TCGA-EJ-AB27-01",5.6846
"TWIST1","TCGA-EJ-5504-01",8.2276
"TWIST1","TCGA-G9-6377-01",7.168
"TWIST1","TCGA-HC-7737-11",4.3064
"TWIST1","TCGA-HC-7742-01",8.2978
"TWIST1","TCGA-EJ-A7NK-01",4.98
"TWIST1","TCGA-HC-7213-01",7.9736
"TWIST1","TCGA-KK-A7AZ-01",6.6199
"TWIST1","TCGA-EJ-7330-01",6.9799
"TWIST1","TCGA-KK-A8IC-01",6.3991
"TWIST1","TCGA-ZG-A9LN-01",9.354
"TWIST1","TCGA-KK-A59Y-01",7.9076
"TWIST1","TCGA-HC-A76W-01",8.6665
"TWIST1","TCGA-KC-A7F5-01",7.3689
"TWIST1","TCGA-VN-A88L-01",8.2333
"TWIST1","TCGA-KK-A8IB-01",8.2094
"TWIST1","TCGA-HC-7818-01",7.3077
"TWIST1","TCGA-EJ-A46E-01",5.9781
"TWIST1","TCGA-HC-7745-01",5.7563
"TWIST1","TCGA-EJ-5506-01",4.7004
"TWIST1","TCGA-V1-A8WL-01",6.8478
"TWIST1","TCGA-KK-A8I6-01",7.1253
"TWIST1","TCGA-TP-A8TT-01",7.5633
"TWIST1","TCGA-G9-6499-01",7.4609
"TWIST1","TCGA-HC-A6AN-01",7.0702
"TWIST1","TCGA-VP-A87C-01",7.4484
"TWIST1","TCGA-EJ-5496-01",7.2375
"TWIST1","TCGA-KK-A6E6-01",8.209
"TWIST1","TCGA-EJ-7781-01",5.258
"TWIST1","TCGA-HI-7169-01",6.7756
"TWIST1","TCGA-J4-A67N-01",6.6732
"TWIST1","TCGA-EJ-7321-11",4.7947
"TWIST1","TCGA-HC-A48F-01",8.2902
"TWIST1","TCGA-G9-6371-01",9.6113
"TWIST1","TCGA-EJ-7794-01",8.2532
"TWIST1","TCGA-G9-6384-11",6.0404
"TWIST1","TCGA-YL-A9WH-01",9.1861
"TWIST1","TCGA-HC-7747-11",4.4686
"TWIST1","TCGA-V1-A9ZR-01",10.654
"TWIST1","TCGA-EJ-7786-11",6.0122
"TWIST1","TCGA-ZG-A9LZ-01",6.0325
"TWIST1","TCGA-EJ-7315-11",5.5624
"TWIST1","TCGA-HC-A9TH-01",8.8385
"TWIST1","TCGA-V1-A9O7-01",6.2111
"TWIST1","TCGA-HC-A6HY-01",5.848
"TWIST1","TCGA-CH-5739-01",7.3396
"TWIST1","TCGA-XK-AAIV-01",5.8941
"TWIST1","TCGA-J4-A6G3-01",7.8411
"TWIST1","TCGA-KC-A7FA-01",7.4238
"TWIST1","TCGA-HC-7749-01",7.8184
"TWIST1","TCGA-HC-8258-01",7.4523
"TWIST1","TCGA-EJ-7797-11",6.4117
"TWIST1","TCGA-HC-7079-01",6.2714
"TWIST1","TCGA-EJ-7123-11",5.9119
"TWIST1","TCGA-2A-A8VO-01",5.0107
